C00008240  Cyrtopterin C23H26O10 462.15259705 
C00008241  Farrerol 5,7-di-O-glucoside C29H36O15 624.20542048 
C00008242 133442-54-3 Angophorol C18H18O5 314.11542369 
C00008243 489-38-3 Matteucinol C18H18O5 314.11542369 
C00008244 101395-11-3 Matteucinol 7-O-glucoside C24H28O10 476.16824712 
C00008245 53846-50-7 8-Prenylnaringenin || (-)-8-Prenylnaringenin || Sophoraflavanone B C20H20O5 340.13107375 
C00008246 70872-29-6 Isoxanthohumol || Isoxanthohumol(Sophora) C21H22O5 354.14672381 
C00008247 19879-32-4 Bavachin C20H20O4 324.13615913 
C00008248 19879-30-2 Bavachinin C21H22O4 338.15180919 
C00008249 68236-12-4 Cajaflavanone || Erythrisenegalone C25H26O5 406.17802394 
C00008250 86919-11-1 Flavaprenin 7,4'-diglucoside || Evodioside B C32H40O15 664.23672061 
C00008252 73328-53-7 5,4'-Dihydroxy-6,7-dimethoxyflavanone C17H16O6 316.09468824 
C00008253 75933-05-0 5-Hydroxy-6,7,4'-trimethoxyflavanone C18H18O6 330.11033831 
C00008254 75933-06-1 5,4'-Dihydroxy-7,8-dimethoxyflavanone C17H16O6 316.09468824 
C00008255 75933-07-2 5-Hydroxy-7,8,4'-trimethoxyflavanone C18H18O6 330.11033831 
C00008256 75933-08-3 5,6-Dihydroxy-7,8,4'-trimethoxyflavanone C18H18O7 346.10525293 
C00008257 75933-09-4 5,4'-Dihydroxy-6,7,8-trimethoxyflavanone C18H18O7 346.10525293 
C00008258 105801-21-6 5,4'-Dimethoxy-6,7-methylenedioxyflavanone C18H16O6 328.09468824 
C00008262 55890-27-2 Lupinifolin C25H26O5 406.17802394 
C00008263 98621-32-0 5,4'-Dihydroxy-7-methoxy-6-C-prenylflavanone C21H22O5 354.14672381 
C00008264 85687-90-7 5-Hydroxy-7,4'-dimethoxy-6,8-di-C-prenylflavanone 5-O-galactoside C25H30O10 490.18389718 
C00008265 68236-14-6 5,4'-Dihydroxy-7-O-prenylflavanone C20H20O5 340.13107375 
C00008271 96253-68-8 Nirurin C32H40O15 664.23672061 
C00008273 97126-57-3 Bonannione A || Mimulone || 6-Geranylnaringenin C25H28O5 408.193674 
C00008274 87893-18-3 8-Geranylnaringenin || Sophoraflavanone A C25H28O5 408.193674 
C00008276 75917-10-1 5-Hydroxy-6,7,8,4'-tetramethoxyflavanone C19H20O7 360.12090299 
C00008277 72943-91-0 4'-Hydroxy-5,6,7-trimethoxyflavanone C18H18O6 330.11033831 
C00008386 17257-22-6 Narirutin 4'-glucoside C33H42O19 742.23202916 
C00008387 17257-21-5 Naringin 4'-glucoside C33H42O19 742.23202916 
C00008391 123067-26-5 5,6-Dihydroxy-4'-methoxyflavanone C16H14O5 286.08412356 
C00008392 123067-25-4 5,8,4'-Trihydroxyflavanone C15H12O5 272.06847349 
C00008399 236753-61-0 4'-Hydroxyisolonchocarpin C20H18O4 322.12050906 
C00008402 110187-26-3 Puddumin A C22H24O10 448.13694699 
C00008408 132147-69-4 3-Methylnaringenin || BE 14348B || WS 7528 C16H14O5 286.08412356 
C00008424 111545-12-1 Lonchocarpol B C25H30O7 442.19915331 
C00008425 111545-13-2 Lonchocarpol C || (-)-Lonchocarpol C C25H28O6 424.18858863 
C00008426 111545-14-3 Lonchocarpol D C25H28O6 424.18858863 
C00008427 111567-20-5 Lonchocarpol E C25H28O7 440.18350325 
C00008429 116384-18-0 4'-Methylliquiritigenin C16H14O4 270.08920894 
C00008434 65615-47-6 Isosakuranetin 7-O-rhamnoside C22H24O9 432.14203237 
C00008435 28585-70-8 Puddumin B C22H24O10 448.13694699 
C00008436 66568-97-6 Tsugafolin || 7-Hydroxy-5,4'-dimethoxyflavanone C17H16O5 300.09977362 
C00008445 94884-92-1 5,7,4'-Trihydroxy-8-methoxyflavanone C16H14O6 302.07903818 
C00008450 70872-27-4 Citflavanone C20H18O5 338.11542369 
C00008453 120727-36-8 5,7-Dihydroxy-4'-methoxy-8-C-prenylflavanone C21H22O5 354.14672381 
C00008487 152367-40-3 Isocarthamidin 7-O-rhamnoside C21H22O10 434.12129692 
C00008491 139682-14-7 Crotaramosmin C20H20O4 324.13615913 
C00008492 160036-29-3 5,7-Dihydroxy-4'-geranyloxyflavanone || 4'-O-Geranylnaringenin C25H28O5 408.193674 
C00008493 14117-55-6 5-Hydroxy-7-methoxy-4'-prenyloxyflavanone C21H22O5 354.14672381 
C00008507 145631-55-6 5,7-Dihydroxy-4'-methoxy-8-C-(2-hydroxy-3-methyl-3-butenyl)flavanone C21H22O6 370.14163844 
C00008513 162616-69-5 Lupinenol C25H26O6 422.17293856 
C00008522 139542-47-5 Leachianone E C25H28O5 408.193674 
C00008524 138870-70-9 Leachianone C C39H38O9 650.25158281 
C00008525 136997-69-8 Sophoraflavanone I C39H38O9 650.25158281 
C00008530 139934-59-1 Naringin 6''-malonate C30H34O17 666.17959966 
C00008554 97231-20-4 Aromadendrin 3-methyl ether C16H14O6 302.07903818 
C00008555 151261-86-8 Aromadendrin 5-methyl ether C16H14O6 302.07903818 
C00008556 37971-69-0 7-O-Methylaromadendrin || Methylaromadendrin || Aromadendrin 7-methyl ether C16H14O6 302.07903818 
C00008557 3570-69-2 Aromadendrin 4'-methyl ether C16H14O6 302.07903818 
C00008558 37971-70-3 Aromadendrin 5,7-dimethyl ether C17H16O6 316.09468824 
C00008559 41515-76-8 Aromadendrin 7,4'-dimethyl ether C17H16O6 316.09468824 
C00008560 148645-97-0 7-Hydroxy-3,5,4'-trimethoxyflavanone C18H18O6 330.11033831 
C00008564 130926-73-7 3,5,7,4'-Tetrahydroxy-6-methoxyflavanone C16H14O7 318.0739528 
C00008565 75457-73-1 3,5,4'-Trihydroxy-6,7-dimethoxyflavanone C17H16O7 332.08960287 
C00008566 143114-81-2 3,5,7-Trihydroxy-6,4'-dimethoxyflavanone C17H16O7 332.08960287 
C00008568 98006-94-1 3,5,7,4'-Tetrahydroxy-8-methoxyflavanone C16H14O7 318.0739528 
C00008569 111514-42-2 3,5,7-Trihydroxy-8,4'-dimethoxyflavanone C17H16O7 332.08960287 
C00008593 78417-24-0 3,7,4'-Trihydroxy-5-methoxy-6-methylflavanone C17H16O6 316.09468824 
C00008613 105377-77-3 Shuterin C20H20O6 356.12598837 
C00008614 105377-76-2 Shuterol C20H18O6 354.11033831 
C00008615 78876-50-3 3,5,4'-Trihydroxy-7-prenyloxyflavanone C20H20O6 356.12598837 
C00008616 52589-20-5 3,5,7,4'-Tetrahydroxy-8-prenylflavanone C20H20O6 356.12598837 
C00008617 124901-83-3 3,5,7,4'-Tetrahydroxy-8-(3-hydroxy-3-methylbutyl)flavanone C20H22O7 374.13655306 
C00008618 124901-84-8 3,5,4'-Trihydroxy-4'',5'',dihydro-5''-isopropenylfurano[2'',3'':7,8]flavanone C20H18O6 354.11033831 
C00008619 76265-12-8 3,5,4'-Trihydroxy-6'',6''-dimethylpyrano[2'',3'':7,8]flavanone C20H18O6 354.11033831 
C00008620 523-60-4 3,5,4'-Trihydroxy-4'',5''-dihydro-6'',6''-dimethylpyrano[2'',3'':7,8]flavanone C20H20O6 356.12598837 
C00008621 55890-28-3 Lupinifolinol C25H26O6 422.17293856 
C00008623 120211-96-3 3-O-methyllupinifolinol C26H28O6 436.18858863 
C00008624 204935-85-3 5,7,4'-Trihydroxy-5-methoxy-8-prenylflavanone C21H22O6 370.14163844 
C00008647 96917-35-0 Bonanniol A C25H28O6 424.18858863 
C00008648 160036-21-5 3,5,4'-Trihydroxy-7-geranyloxyflavanone C25H28O6 424.18858863 
C00008649 96917-37-2 Bonanniol B C26H30O6 438.20423869 
C00008657 172104-07-3 Gericudranin E C22H18O7 394.10525293 
C00008658 172104-06-2 Gericudranin D C29H24O8 500.14711774 
C00008659 172617-93-5 Gericudranin C C22H18O8 410.10016755 
C00008660 169592-16-9 Gericudranin B C22H18O8 410.10016755 
C00008661 169592-15-8 Gericudranin A C29H24O9 516.14203237 
C00008667 19146-28-2 Lecontin C21H22O10 434.12129692 
C00008668 101236-48-0 Kushenol J C27H32O14 580.17920573 
C00008669 158110-38-4 Aromadendrin 3-beta-L-arabinopyranoside C20H20O10 420.10564686 
C00008670 122170-66-5 Aromadendrin 3-galactoside C21H22O11 450.11621155 
C00008671 31049-08-8 Aromadendrin 3-glucoside C21H22O11 450.11621155 
C00008672 572-31-6 Dihydrokaempferol-3-O-alpha-L-rhamnopyranoside || Engeletin C21H22O10 434.12129692 
C00008673 30987-58-7 Isoengeletin || Isoengelitin C21H22O10 434.12129692 
C00008674 28189-90-4 Sinensin C21H22O11 450.11621155 
C00008675 69135-41-7 Aromadendrin 7-rhamnoside C21H22O10 434.12129692 
C00008676 72539-33-4 Aromadendrin 4'-xyloside C20H20O10 420.10564686 
C00008677 87314-52-1 Aromadendrin 4'-glucoside C21H22O11 450.11621155 
C00008678 135545-93-6 Aromadendrin 3-rhamnoside-5-glucoside C27H32O15 596.17412036 
C00008679 151749-25-6 Aromadendrin 7-rhamnosyl-(1->4)-galactoside C27H32O15 596.17412036 
C00008680 79852-11-2 Micrantoside C28H34O16 626.18468504 
C00008682 93078-93-4 Aromadendrin 7-methyl ether 5-glucoside C22H24O11 464.13186161 
C00008683 114847-26-6 Dihydrokaempferide 7-rhamnoside C22H24O10 448.13694699 
C00008684 76733-22-7 Aurapin C23H26O10 462.15259705 
C00008685 41515-77-9 Aromadendrin 7,4'-dimethyl ether  5-glucoside C23H26O11 478.14751167 
C00008689 83905-64-0 Callunin C21H22O12 466.11112617 
C00008690 164920-58-5 2''-Acetylcallunin C23H24O13 508.12169086 
C00008691 24512-61-6 Dihydroprudomenin C23H26O12 494.1424263 
C00008726 95519-26-9 3,5,7,4'-Tetrahydroxy-6-methylflavanone 7-glucoside C22H24O11 464.13186161 
C00008728 32507-67-8 Phellavin C26H32O12 536.18937649 
C00008729 20194-52-9 Dihydrophelloside C32H42O17 698.24219992 
C00008730 40451-69-2 Phellodendroside C26H30O11 518.1788118 
C00008738 62458-55-3 Aromadendrin 3-acetate C17H14O7 330.0739528 
C00008739 80158-89-0 (2R,3R)-Aromadendrin 7-methyl ether 3-acetate C18H16O7 344.08960287 
C00008741 111514-44-4 3,5,7,4'-Tetrahydroxy-8-methoxyflavanone 3-acetate C18H16O8 360.08451749 
C00008742 111514-45-5 3,5,7,4'-Tetrahydroxy-8-methoxyflavanone 3-angelate C21H20O8 400.11581762 
C00008752 27348-54-5 4'-Hydroxy-7-methoxyflavan C16H16O3 256.10994438 
C00008753 530-82-5 Apigeniflavan C15H14O4 258.08920894 
C00008754 131866-08-5 5,7-Dihydroxy-4'-methoxyflavan C16H16O4 272.104859 
C00008755 103963-45-7 4'-Hydroxy-5,7-dimethoxyflavan C17H18O4 286.12050906 
C00008756 103461-94-5 7-Hydroxy-5,4'-dimethoxyflavan C17H18O4 286.12050906 
C00008757 4225-32-5 5,7,4'-Trimethoxyflavan C18H20O4 300.13615913 
C00008766 108403-43-6 Viscutin 1 C27H26O11 526.14751167 
C00008771 61402-86-6 Apigeniflavan 5-O-xyloside C20H22O8 390.13146768 
C00008772 97399-72-9 Dichotosin C23H28O9 448.17333249 
C00008780 84638-52-8 5,4'-Dihydroxy-7'-methoxy-8-methylflavan C17H18O4 286.12050906 
C00008781  4'-Hydroxy-5,7-dimethoxy-8-methylflavan C18H20O4 300.13615913 
C00008782 27348-55-6 4'-Hydroxy-7-methoxy-8-methylflavan C17H18O3 270.12559444 
C00008794 95733-03-2 Daphnodorin A C30H22O9 526.1263823 
C00008795 95733-04-3 Daphnodorin C C30H22O9 526.1263823 
C00008796 112757-06-9 Daphnodorin D1 C30H22O9 526.1263823 
C00008797 163565-71-7 Daphnodorin E C30H22O10 542.12129692 
C00008800 166547-19-9 Damalachawin C47H46O8 738.31926845 
C00008801 142451-50-1 Alatachalcone C60H48O15 1008.29932087 
C00008802 142674-62-2 Lophiroflavan A C60H48O15 1008.29932087 
C00008803 145022-93-1 Lophiroflavan B C60H50O15 1010.31497093 
C00008805 24808-04-6 Epiafzelechin C15H14O5 274.08412356 
C00008806 36801-69-1 ent-Epiafzelechin C15H14O5 274.08412356 
C00008807 67970-23-4 Afzelechin 5,4'-dimethyl ether C17H18O5 302.11542369 
C00008830 143458-89-3 Arthromerin A C20H22O9 406.1263823 
C00008831 147511-60-2 Epiafzelechin 3-O-beta-D-allopyranoside C21H24O10 436.13694699 
C00008832  Arthromerin B C21H24O10 436.13694699 
C00008833 114637-87-5 Epiafzelechin 3-O-beta-D-glucopyranoside C21H24O10 436.13694699 
C00008834 142741-31-9 Afzelechin 3-O-alpha-L-rhamnopyranoside || Afzelechin-3-O-alpha-L-rhamnoside C21H24O9 420.14203237 
C00008835 94285-13-9 Epiafzelechin 5-O-beta-D-glucopyranoside C21H24O10 436.13694699 
C00008836 114590-44-2 Afzelechin 7-O-beta-D-apiofuranoside C20H22O9 406.1263823 
C00008837 156521-54-9 Afzelechin 4'-O-beta-D-glucopyranosdie C21H24O10 436.13694699 
C00008848 103215-60-7 Catechin 5-O-(2-feruloyl-6-p-coumaroyl-beta-D-glucopyranoside) C40H38O16 774.21598517 
C00008864 108907-43-3 Epiafzelechin 3-O-gallate C22H18O9 426.09508217 
C00008896 108907-45-5 Epicatechin 3-O-p-hydroxybenzoate C22H18O8 410.10016755 
C00008902 159390-94-0 Epigallocatechin 3-O-(4-hydroxybenzoate) C22H18O9 426.09508217 
C00008905 89013-65-0 Epigallocatechin 3-O-p-coumarate C24H20O9 452.11073224 
C00008907 108803-54-9 8-Prenylafzelechin 5-methyl ether C21H24O5 356.16237388 
C00008908  7,8-(2,2-Dimethylpyrano)-3,4'-dihydroxy-5-methoxyflavan C21H22O5 354.14672381 
C00008922 159736-35-3 Wikstrol A C30H22O10 542.12129692 
C00008937 130322-40-6 8,9-Dihydro-10-(2,4-dihydroxyphenyl)-9-hydroxy-8-(4-hydroxyphenyl)-10H-pyrano[2,3-h]-ent-fisetinidol C30H26O10 546.15259705 
C00008955 95733-02-1 Daphnodorin B C30H22O10 542.12129692 
C00008956 160023-57-4 Dihydrodaphnodorin B C30H24O10 544.13694699 
C00008957 101046-79-1 Larixinol C30H22O10 542.12129692 
C00008958 142674-67-7 Genkwanol B C30H22O11 558.11621155 
C00008959 151283-11-3 Genkwanol C C30H22O11 558.11621155 
C00008962 155050-41-2 9,10-Dihydro-10-(4-hydroxyphenyl)-pyrano[2,3-h]epicatechin-8-one C24H20O8 436.11581762 
C00008967 132185-21-8 Sachaliside 2 C30H32O12 584.18937649 
C00008975 55167-29-8 Apiferol || Apiforol || Leucoapigeninidin || (2S)-3,4-Dihydro-2-(4-hydroxyphenyl)-2H-1-benzopyran-4,5,7-triol C15H14O5 274.08412356 
C00008976 5188-72-7 4-Hydroxy-5,7,4'-trimethoxyflavan C18H20O5 316.13107375 
C00008978 90146-68-2 Eruberin A C24H28O9 460.17333249 
C00008979 90146-69-3 Eruberin B C30H40O15 640.23672061 
C00008980 90146-70-6 Eruberin C C31H42O15 654.25237067 
C00008981 101395-03-3 Triphyllin B C29H38O16 642.21598517 
C00008982 101395-02-2 Triphyllin A C30H40O16 656.23163523 
C00008989 76265-11-7 4,5,4'-Trihydroxy-7-methoxy-8-prenylflavan C21H24O5 356.16237388 
C00008993 38412-82-7 Guibourtinidol-4alpha-ol C15H14O5 274.08412356 
C00008994 87860-90-0 Epiguibourtinidol-4alpha-ol C15H14O5 274.08412356 
C00008995 113725-62-5 Epiguibourtinidol-4beta-ol C15H14O5 274.08412356 
C00009004 38412-78-1 Oritin-4beta-ol C15H14O6 290.07903818 
C00009005 577-30-0 Epioritin-4alpha-ol C15H14O6 290.07903818 
C00009006 16854-91-4 Epioritin-4beta-ol C15H14O6 290.07903818 
C00009007 29799-89-1 Ortin-4alpha-ol 8-methyl ether C16H16O6 304.09468824 
C00009008 38412-80-5 Epioritin-4alpha-ol 8-methyl ether C16H16O6 304.09468824 
C00009015 27960-39-0 Leucopelargonidin 3-O-glucoside C21H24O11 452.13186161 
C00009024 74761-25-4 3,4,7-Trihydroxy-5,4'-dimethoxy-6,8-dimethylflavan C19H22O6 346.14163844 
C00009027 76319-12-5 5-O-Methyl-8-prenylafzelechin-4beta-ol C21H24O6 372.1572885 
C00009028 76265-10-6 4beta-Hydroxyobovatachromene C21H22O6 370.14163844 
C00009029 76265-09-3 3,5-Di-O-methyl-8-prenylafzelechin-4beta-ol C22H26O6 386.17293856 
C00009030 72357-34-7 4,5-Di-O-methyl-8-prenylafzelechin-4beta-ol C22H26O6 386.17293856 
C00009031 118555-85-4 3,4,7-Trihydroxy-5-methoxy-8-prenylflavan 7-O-beta-D-glucopyranoside C27H34O11 534.21011193 
C00009032 118555-86-5 3,7-Dihydroxy-4,5-dimethoxy-8-prenylflavan 7-O-beta-D-glucopyranoside C28H36O11 548.22576199 
C00009033 118555-87-6 3,4,7-Trihydroxy-5-methoxy-8-prenylflavan 4-O-(beta-D-xylopyranosyl-(1->6)-beta-D-glucopyranoside) C32H42O15 666.25237067 
C00009034 16280-14-1 3,5,7,4'-Tetrahydroxyflavan-(4-O-4)-3,5,7,4'-tetrahydroxyflavan C30H26O11 562.14751167 
C00009037 159153-46-5 ent-Oritin-(4beta->7,5->6)-epioritin-4alpha-ol C30H24O11 560.13186161 
C00009049 114715-51-4 Cassiaflavan-(4alpha->6)-epiafzelechin C30H26O8 514.16276781 
C00009051  Cassiaflavan-(4beta->8)-epiafzelechin-(4beta->8)-epiafzelechin C45H38O13 786.2312413 
C00009052 14117-53-4 Hydroxyxanthorrone C32H28O8 540.17841787 
C00009055 114715-48-9 Epiafzelechin-(4beta->8)-epiafzelechin C30H26O10 546.15259705 
C00009056 130982-01-3 ent-Epiafzeiechin-(4alpha->8)-epiafzelechin C30H26O10 546.15259705 
C00009057 16280-12-9 3,5,7,4'-Tetrahydroxyflavan-(4->8)-3,4,5,7,4'-pentahydroxyflavan C30H26O11 562.14751167 
C00009058 101339-38-2 Afzelechin-(4alpha->8)-catechin C30H26O11 562.14751167 
C00009059 114715-49-0 Epiafzelechin-(4beta->8)-epicatechin C30H26O11 562.14751167 
C00009060 130981-99-6 ent-Epiafzelechin-(4alpha->8)-epicatechin C30H26O11 562.14751167 
C00009061 18206-61-6 Ourateaproanthocyanidin A C31H28O12 592.15807636 
C00009062 27567-66-4 Ourateaproanthocyanidin B C31H28O12 592.15807636 
C00009063 114653-48-4 [Epiafzelechin-(4beta->8)]2-epiafzelechin C45H38O15 818.22107055 
C00009064 151455-24-2 [Epiafzelechin-(4beta->8)]2-4'-O-methyl-epigallocatechin C46H40O17 864.22654986 
C00009065 25713-96-6 [3,5,7,4'-Tetrahydroxyflavan-(4->8)]2-3,4,5,7,4'-pentahydroxyflavan C45H38O16 834.21598517 
C00009066 16405-24-6 [3,5,7,4'-Tetrahydroxyflavan-(4->8)]3-3,4,5,7,4'-pentahydroxyflavan C60H50O21 1106.28445866 
C00009102 139390-86-6 Davallin C60H50O23 1138.27428791 
C00009123 83217-82-7 Guibourtinidol-(4alpha->8)-epiafzelechin C30H26O9 530.15768243 
C00009124 174511-88-7 Guibourtinidol-(4beta->8)-epiafzelechin C30H26O9 530.15768243 
C00009125 26277-74-7 Globiflorin 3B2 || Guibourtinidol-(4alpha->6)-catechin C30H26O10 546.15259705 
C00009126  Guibourtinidol-(4alpha->8)-catechin C30H26O10 546.15259705 
C00009127 174511-89-8 Guibourtinidol-(4beta->8)-epicatechin C30H26O10 546.15259705 
C00009128 123237-36-5 Epiguibourtinidol-(4alpha->8)-epicatechin C30H26O10 546.15259705 
C00009129 116145-84-7 Guibourtinidol-(4alpha->6)-fisetinidol C30H26O9 530.15768243 
C00009130 129213-28-1 Guibourtinidol-(4alpha->6)-ent-epifisetinidol C30H26O9 530.15768243 
C00009131 127612-86-6 Guibourtinidol-(4alpha->8)-fisetinidol C30H26O9 530.15768243 
C00009132 127612-88-8 Guibourtinidol-(4alpha->6')-fisetinidol C30H26O9 530.15768243 
C00009133 127612-72-0 Guibourtinidol-(4alpha->10)-[7,8-dihydro-8-(2,4-dihydroxyphenyl)-6-(3,4-dihydroxyphenyl)-7-hydroxy-6H-pyrano[2,3-f]catechin C45H38O15 818.22107055 
C00009165 127612-71-9 Fisetinidol-(4alpha->8)-[7,8-dihydro-8-(2,4-dihydroxyphenyl)-7-hydroxy-6-(4-hydroxyphenyl)-6H-pyrano[2,3-f]catechin] C45H38O15 818.22107055 
C00009182 163160-25-6 Epioritin-(4beta->6)-epioritin-4alpha-ol C30H26O11 562.14751167 
C00009183 170809-66-2 ent-Oritin-(4beta->5)-epioritin-4beta-ol C30H26O11 562.14751167 
C00009205 126715-93-3 3-O-Galloylepiafzelechin-(4beta->6)-epigallocatechin-3-O-gallate C44H34O20 882.16434353 
C00009245 173655-43-1 Gallocatechin-(4alpha->8)-epigallocatechin-3-O-(4-hydroxybenzoate) C37H30O16 730.15338491 
C00009246 173484-94-1 Epigallocatechin-(4beta->8)-epigallocatechin 3-O-(4-hydroxybenzoate) C37H30O16 730.15338491 
C00009248  Guibourtinidol-(4alpha->6)-catechin-8-carboxylic acid C31H26O12 590.1424263 
C00009249  Guibourtinidol-(4alpha->8)-catechin-6-carboxylic acid C31H26O12 590.1424263 
C00009255 87686-71-3 Mahuannin C C30H24O10 544.13694699 
C00009256 82796-37-0 Mahuannin B C30H24O10 544.13694699 
C00009257 143289-81-0 Epiafzelechin-(2beta->7,4beta->8)-ent-afzelechin C30H24O10 544.13694699 
C00009258 83944-96-1 ent-Epiafzelechin-(2alpha->7,4alpha->8)-afzelechin C30H24O10 544.13694699 
C00009259 82765-89-7 Mahuannin A C30H24O10 544.13694699 
C00009260 159346-12-0 7-O-Methylepiafzelechin-(2beta->7,4beta->8)-epiafzelechin C31H26O10 558.15259705 
C00009261 135820-74-5 ent-Epiafzelechin-(2alpha->7,4alpha->8)-catechin C30H24O11 560.13186161 
C00009262 152378-18-2 Selligueain A C45H36O15 816.20542048 
C00009263 130918-25-1 Epiafzelechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-epiafzelechin C45H36O15 816.20542048 
C00009264 130918-27-3 Epiafzelechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-epicatechin C45H36O16 832.20033511 
C00009265 130918-28-4 Epiafzelechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin C45H36O17 848.19524973 
C00009266 135329-60-1 Epiafzelechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-3'-deoxydryopteric acid C47H38O17 874.21089979 
C00009267 156648-84-9 Selligueain B C48H40O17 888.22654986 
C00009268 135329-58-7 Arachnitannin 1 C47H36O16 856.20033511 
C00009269 135308-95-1 Epiafzelechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-dryopteric acid C47H38O18 890.20581441 
C00009270 135329-57-6 Arachnitannin 3 C47H36O17 872.19524973 
C00009271 170752-91-7 Pavetannin C4 C60H48O23 1136.25863784 
C00009272 170752-92-8 Pavetannin C5 C60H46O22 1118.24807316 
C00009273 130942-27-7 Epiafzelechin-(4beta->8)-epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin C60H48O23 1136.25863784 
C00009274 82001-39-6 Ephedrannin A C30H20O11 556.10056148 
C00009283 130918-26-2 Epicatechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-epiafzelechin C45H36O16 832.20033511 
C00009284 130918-29-5 Epicatechin-(2beta->7,4beta->8)-epiafzelechin-(4beta->8)-epicatechin C45H36O17 848.19524973 
C00009285 130918-30-8 Epicatechin-(2beta->7,4beta->8)-epiacatechin-(4beta->8)-epiafzelechin C45H36O17 848.19524973 
C00009316 156521-53-8 3'-Deoxydryopteric acid C17H16O7 332.08960287 
C00009319 63524-11-8 4'-Hydroxy-4-(4-hydroxystyryl)-7-methoxyflavan C24H22O4 374.15180919 
C00009320 63524-12-9 4'-Hydroxy-4-(4-hydroxystyryl)-5,7-dimethoxyflavan C25H24O5 404.16237388 
C00009326 87826-66-2 Guibourtinidol-(4alpha->2)-3,5,3',4'-tetrahydroxystilbene C29H24O8 500.14711774 
C00009327  Guibourtinidol-(4alpha->2)-3,5,4'-trihydroxystilbene-(6->4beta)-epiguibourtinidol C44H36O11 740.22576199 
C00009328 87860-88-6 Guibourtinidol-(4alpha->2)-3,5,3',4'-tetrahydroxystilbene-(6->4beta)-epiguibourtinidol C44H36O12 756.22067662 
C00009357 251909-54-3 Guibourtinidol || (2R,3S)-4',7-Dihydroxyflavan-3-ol C15H14O4 258.08920894 
C00009380 486-66-8 Daidzein || 7,4'-Dihydroxyisoflavone C15H10O4 254.05790881 
C00009382 486-63-5 Isoformononetin C16H12O4 268.07355887 
C00009385 17817-31-1 4',6,7-Trihydroxyisoflavone || Demethyltexasin C15H10O5 270.05282343 
C00009387 1157-39-7 7,4'-Di-O-methyldaidzein C17H14O4 282.08920894 
C00009391 57960-04-0 Kakkatin C16H12O5 284.06847349 
C00009392 40957-83-3 Glycitein || 7,4'-Dihydroxy-6-methoxyisoflavone C16H12O5 284.06847349 
C00009393 37816-19-6 Retusin(Dalbergia) || 7,8-Dihydroxy-4'-methoxyisoflavone C16H12O5 284.06847349 
C00009400 37816-20-9 8-O-Methylretusin C17H14O5 298.08412356 
C00009409 53948-01-9 Dipteryxin C17H14O6 314.07903818 
C00009431 63807-86-3 Erythrinin A C20H16O4 320.104859 
C00009433 31273-64-0 Calopogoniumisoflavone A C21H18O4 334.12050906 
C00009435 60270-41-9 Durlettone C21H20O4 336.13615913 
C00009452 4569-98-6 5-O-Methylgenistein || Isoprunetin C16H12O5 284.06847349 
C00009454 13539-26-9 6-Hydroxygenistein C15H10O6 286.04773805 
C00009456 68939-22-0 5-O-Methylbiochanin A C17H14O5 298.08412356 
C00009460 13111-57-4 Isotectorigenin || Pseudotectorigenin || 5,7,4'-Trihydroxy-8-methoxyisoflavone C16H12O6 300.06338812 
C00009461 3301-68-6 5-Methoxy-4'-hydroxy-6,7-methylenedioxyisoflavone || Irisolone || 4'-Hydroxy-5-methoxy-6,7-methylenedioxyisoflavone || Nigricin C17H12O6 312.06338812 
C00009463 1096-58-8 7-O-Methyltectorigenin || 5,4'-Dihydroxy-6,7-dimethoxyisoflavone C17H14O6 314.07903818 
C00009464 479-83-4 Muningin || 6,4'-Dihydroxy-5,7-dimethoxyisoflavone C17H14O6 314.07903818 
C00009468 3405-76-3 Irisolone methyl ether || 5,4'-Dimethoxy-6,7-methylenedioxyisoflavone || 4',5-Dimethoxy-6,7-methylenedioxyisoflavone C18H14O6 326.07903818 
C00009469 13186-08-8 7,4'-Di-O-methyltectorigenin || 5-Hydroxy-6,7,4'-trimethoxyisoflavone C18H16O6 328.09468824 
C00009470 53505-61-6 5-Methoxyafrormosin || 7-Hydroxy-5,6,4'-trimethoxyisoflavone C18H16O6 328.09468824 
C00009471 68862-20-4 Iso-5-methoxyafrormosin || 7-Hydroxy-5,8,4'-trimethoxyisoflavone C18H16O6 328.09468824 
C00009492 34086-50-5 Alpinumisoflavone C20H16O5 336.09977362 
C00009493 76166-59-1 Derrone C20H16O5 336.09977362 
C00009494 77390-42-2 6-(1,1-Dimethylallyl)genistein C20H18O5 338.11542369 
C00009495 27762-87-4 4'-O-methylalpinumisoflavone C21H18O5 350.11542369 
C00009496 34086-52-7 4'-O-Methylderrone C21H18O5 350.11542369 
C00009501 63807-85-2 Erythrinin C C20H18O6 354.11033831 
C00009504 34086-56-1 Alpinumisoflavone dimethyl ether C22H20O5 364.13107375 
C00009507 68415-32-7 Aurmillone || 5,7-Dihydroxy-8-methoxy-4'-prenyloxyisoflavone C21H20O6 368.12598837 
C00009514 4449-55-2 Warangalone || Scandenone C25H24O5 404.16237388 
