org_id	org_name	org_tax_level	org_tax_id	subspecies_tax_id	subspecies_name	species_tax_id	species_name	genus_tax_id	genus_name	family_tax_id	family_name	kingdom_tax_id	kingdom_name	superkingdom_tax_id	superkingdom_name
NPO20057	Urechites suberecta	Species	NA	NA	NA	NA	Urechites suberecta	141597	Pentalinon	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO20059.1	Lactobacillus delbrueckii subsp. bulgaricus	Subspecies	1585	1585	lactobacillus delbrueckii subsp. bulgaricus	1584	Lactobacillus delbrueckii	1578	Lactobacillus	33958	Lactobacillaceae	NA	NA	2	Bacteria
NPO2006	Centaurea sinaica	Species	NA	NA	NA	NA	NA	41503	Centaurea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20060	Styrax	Species	13699	NA	NA	13699	Styrax	13699	Styrax	20008	Styracaceae	33090	Viridiplantae	2759	Eukaryota
NPO20061	Hoveniae dulcis semen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20063	Euonymus tanakae	Species	NA	NA	NA	NA	NA	4306	Euonymus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO20064	Litsea konishii	Species	NA	NA	NA	NA	NA	22042	Litsea	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO20065	Astragalus lentiginosus	Species	20416	NA	NA	20416	Astragalus lentiginosus	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20067	Salvia pachyphylla	Species	207759	NA	NA	207759	Salvia pachyphylla	21880	Salvia	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20068	Fusarium striatum	Species	57162	NA	NA	57162	Fusarium striatum	5506	Fusarium	110618	Nectriaceae	4751	Fungi	2759	Eukaryota
NPO20069	Solanum stenotomum	Species	172797	NA	NA	172797	Solanum stenotomum	4107	Solanum	4070	Solanaceae	33090	Viridiplantae	2759	Eukaryota
NPO2007	Hygrophorus persoonii	Species	1032769	NA	NA	1032769	Hygrophorus persoonii	71941	Hygrophorus	51005	Hygrophoraceae	4751	Fungi	2759	Eukaryota
NPO20070	Crinum stuhlmannii	Species	414790	NA	NA	414790	Crinum stuhlmannii	16055	Crinum	4668	Amaryllidaceae	33090	Viridiplantae	2759	Eukaryota
NPO20070.1	Crinum stuhlmannii subsp. delagoense	Subspecies	414786	414786	crinum stuhlmannii subsp. delagoense	414790	Crinum stuhlmannii	16055	Crinum	4668	Amaryllidaceae	33090	Viridiplantae	2759	Eukaryota
NPO20071	Dracaena cinnabari	Species	1142948	NA	NA	1142948	Dracaena cinnabari	39502	Dracaena	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO20072	Verbascum dudleyanum	Species	NA	NA	NA	NA	NA	39257	Verbascum	4149	Scrophulariaceae	33090	Viridiplantae	2759	Eukaryota
NPO20075	Daphne mezereum	Species	66680	NA	NA	66680	Daphne mezereum	66679	Daphne	39987	Thymelaeaceae	33090	Viridiplantae	2759	Eukaryota
NPO20076	Hypoestes verticillaris	Species	NA	NA	NA	NA	NA	13570	Hypoestes	4185	Acanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO20077	Posoqueria latifolia	Species	58460	NA	NA	58460	Posoqueria latifolia	58459	Posoqueria	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20078	Baccharis salicina	Species	1573918	NA	NA	1573918	Baccharis salicina	41487	Baccharis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20079	Stachytarpheta jamaicensis	Species	634377	NA	NA	634377	Stachytarpheta jamaicensis	39255	Stachytarpheta	21910	Verbenaceae	33090	Viridiplantae	2759	Eukaryota
NPO2008	Streptomyces ehimensis	Species	68195	NA	NA	68195	Streptomyces ehimensis	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO20080	Lepisorus thunbergianus	Species	32163	NA	NA	32163	Lepisorus thunbergianus	32162	Lepisorus	3275	Polypodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20081	Mycobacterium tuberculosis	Species	1773	NA	NA	1773	Mycobacterium tuberculosis	1763	Mycobacterium	1762	Mycobacteriaceae	NA	NA	2	Bacteria
NPO20082	Podocarpus latifolius	Species	120620	NA	NA	120620	Podocarpus latifolius	3363	Podocarpus	3362	Podocarpaceae	33090	Viridiplantae	2759	Eukaryota
NPO20083	Perezia recurvata	Species	711044	NA	NA	711044	Perezia recurvata	40564	Perezia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20084	Atraphaxis spinosa	Species	137669	NA	NA	137669	Atraphaxis spinosa	137668	Atraphaxis	3615	Polygonaceae	33090	Viridiplantae	2759	Eukaryota
NPO20085	Solenopsis xyloni	Species	310435	NA	NA	310435	Solenopsis xyloni	13685	Solenopsis	36668	Formicidae	33208	Metazoa	2759	Eukaryota
NPO20086	Ptilota filicina	Species	153248	NA	NA	153248	Ptilota filicina	110474	Ptilota	31377	Ceramiaceae	NA	NA	2759	Eukaryota
NPO20088	Piper sintenense	Species	1465742	NA	NA	1465742	Piper sintenense	13215	Piper	16739	Piperaceae	33090	Viridiplantae	2759	Eukaryota
NPO2009	Geranium rectum	Species	NA	NA	NA	NA	NA	4028	Geranium	4027	Geraniaceae	33090	Viridiplantae	2759	Eukaryota
NPO20090	Dalbergia spruceana	Species	1353472	NA	NA	1353472	Dalbergia spruceana	53862	Dalbergia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20091	Iotrochota baculifera	Species	1114234	NA	NA	1114234	Iotrochota baculifera	283496	Iotrochota	283495	Iotrochotidae	33208	Metazoa	2759	Eukaryota
NPO20093	Cupaniopsis trigonocarpa	Species	NA	NA	NA	NA	NA	13466	Cupaniopsis	23672	Sapindaceae	33090	Viridiplantae	2759	Eukaryota
NPO20094	Loranthus micranthus	Species	NA	NA	NA	NA	NA	50141	Loranthus	3963	Loranthaceae	33090	Viridiplantae	2759	Eukaryota
NPO20096	Cirsium japonicum	Species	516546	NA	NA	516546	Cirsium japonicum	41549	Cirsium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20097	Thermobifida alba	Species	53522	NA	NA	53522	Thermobifida alba	83677	Thermobifida	83676	Nocardiopsaceae	NA	NA	2	Bacteria
NPO20098	Lasiocorys capensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20099	Petalostylis labicheoides	Species	162878	NA	NA	162878	Petalostylis labicheoides	162877	Petalostylis	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO201	Gmelina arborea	Species	201509	NA	NA	201509	Gmelina arborea	41387	Gmelina	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO2010	Viburnum ichangense	Species	1127650	NA	NA	1127650	Viburnum ichangense	4204	Viburnum	4206	Adoxaceae	33090	Viridiplantae	2759	Eukaryota
NPO20100	Ephedra lomatolepis	Species	191309	NA	NA	191309	Ephedra lomatolepis	3387	Ephedra	3386	Ephedraceae	33090	Viridiplantae	2759	Eukaryota
NPO20101	Eria acutifolia	Species	NA	NA	NA	NA	NA	38200	Eria	4747	Orchidaceae	33090	Viridiplantae	2759	Eukaryota
NPO20103	Elatophilus hebraicus	Species	NA	NA	NA	NA	NA	528060	Elatophilus	82738	Anthocoridae	33208	Metazoa	2759	Eukaryota
NPO20106	Polygala sabulosa	Species	NA	NA	NA	NA	NA	4275	Polygala	4274	Polygalaceae	33090	Viridiplantae	2759	Eukaryota
NPO20107	Asarum forbesii	Species	76091	NA	NA	76091	Asarum forbesii	16728	Asarum	16727	Aristolochiaceae	33090	Viridiplantae	2759	Eukaryota
NPO2011	Decaisnea fargesii	Species	41780	NA	NA	41780	Decaisnea fargesii	41779	Decaisnea	22788	Lardizabalaceae	33090	Viridiplantae	2759	Eukaryota
NPO20111	Anthemis auriculata	Species	589720	NA	NA	589720	Anthemis auriculata	99027	Anthemis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20112	Syncephalastrum racemosum	Species	13706	NA	NA	13706	Syncephalastrum racemosum	13705	Syncephalastrum	37566	Syncephalastraceae	4751	Fungi	2759	Eukaryota
NPO20113	Tetraphis pellucida	Species	37420	NA	NA	37420	Tetraphis pellucida	37419	Tetraphis	37418	Tetraphidaceae	33090	Viridiplantae	2759	Eukaryota
NPO20115	Melampodium argophyllum	Species	619231	NA	NA	619231	Melampodium argophyllum	176608	Melampodium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20116	Ilex cornuta	Species	146505	NA	NA	146505	Ilex cornuta	4295	Ilex	4294	Aquifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO20117	Leucas lanata	Species	483830	NA	NA	483830	Leucas lanata	378905	Leucas	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20118	Hormothamnion enteromorphoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20119	Aconitum sungpanense	Species	226107	NA	NA	226107	Aconitum sungpanense	49188	Aconitum	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO2012	Turnera diffusa	Species	329212	NA	NA	329212	Turnera diffusa	45183	Turnera	3683	Passifloraceae	33090	Viridiplantae	2759	Eukaryota
NPO20120	Asari radix et rhizoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20121	Afraegle paniculata	Species	231460	NA	NA	231460	Afraegle paniculata	231459	Afraegle	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO20123	Actinidia polygama	Species	64480	NA	NA	64480	Actinidia polygama	3624	Actinidia	3623	Actinidiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20124	Xylopia discreta	Species	NA	NA	NA	NA	NA	225838	Xylopia	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO20125	Cleistanthus schlechteri	Species	1239731	NA	NA	1239731	Cleistanthus schlechteri	283089	Cleistanthus	233880	Phyllanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO20128	Taxillus chinensis	Species	227909	NA	NA	227909	Taxillus chinensis	227908	Taxillus	3963	Loranthaceae	33090	Viridiplantae	2759	Eukaryota
NPO20129	Salicornia europaea	Species	206448	NA	NA	206448	Salicornia europaea	46104	Salicornia	1804623	Chenopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO2013	Herba desmodii styracifolii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20130	Decodon verticillatus	Species	162018	NA	NA	162018	Decodon verticillatus	162017	Decodon	3928	Lythraceae	33090	Viridiplantae	2759	Eukaryota
NPO20132	Scutellaria seleriana	Species	NA	NA	NA	NA	NA	4139	Scutellaria	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20133	Eucnide bartonioides	Species	86880	NA	NA	86880	Eucnide bartonioides	37827	Eucnide	37822	Loasaceae	33090	Viridiplantae	2759	Eukaryota
NPO20134	Dicliptera riparia	Species	NA	NA	NA	NA	NA	76361	Dicliptera	4185	Acanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO20136	Cadophora malorum	Species	108018	NA	NA	108018	Cadophora malorum	210567	Cadophora	NA	NA	4751	Fungi	2759	Eukaryota
NPO20137	Tetracera indica	Species	1489826	NA	NA	1489826	Tetracera indica	85284	Tetracera	24942	Dilleniaceae	33090	Viridiplantae	2759	Eukaryota
NPO20138	Gasterosteus aculeatus	Species	69293	NA	NA	69293	Gasterosteus aculeatus	69292	Gasterosteus	69291	Gasterosteidae	33208	Metazoa	2759	Eukaryota
NPO20140	Aloe perryi	Species	117810	NA	NA	117810	Aloe perryi	25641	Aloe	27232	Xanthorrhoeaceae	33090	Viridiplantae	2759	Eukaryota
NPO20141	Pelecyphora aselliformis	Species	130166	NA	NA	130166	Pelecyphora aselliformis	130165	Pelecyphora	3593	Cactaceae	33090	Viridiplantae	2759	Eukaryota
NPO20142	Embelia schimperi	Species	NA	NA	NA	NA	NA	459628	Embelia	4335	Primulaceae	33090	Viridiplantae	2759	Eukaryota
NPO20144	Lespedeza tomentosa	Species	701551	NA	NA	701551	Lespedeza tomentosa	53892	Lespedeza	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20146	Cladiella krempfi	Species	1382565	NA	NA	1382565	Cladiella krempfi	205093	Cladiella	40678	Alcyoniidae	33208	Metazoa	2759	Eukaryota
NPO20148	Nux prinsepiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO2015	Udotea petiolata	Species	NA	NA	NA	NA	NA	170436	Udotea	35435	Udoteaceae	33090	Viridiplantae	2759	Eukaryota
NPO20150	Erythrina sacleuxii	Species	1899109	NA	NA	1899109	Erythrina sacleuxii	3841	Erythrina	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20151	Berberis nummularia	Species	1439896	NA	NA	1439896	Berberis nummularia	22774	Berberis	41773	Berberidaceae	33090	Viridiplantae	2759	Eukaryota
NPO20153	Quercus pontica	Species	568693	NA	NA	568693	Quercus pontica	3511	Quercus	3503	Fagaceae	33090	Viridiplantae	2759	Eukaryota
NPO20154	Cedrus atlantica	Species	123597	NA	NA	123597	Cedrus atlantica	3321	Cedrus	3318	Pinaceae	33090	Viridiplantae	2759	Eukaryota
NPO20155	Acer argutum	Species	134795	NA	NA	134795	Acer argutum	4022	Acer	23672	Sapindaceae	33090	Viridiplantae	2759	Eukaryota
NPO20156	Bolbitis subcordata	Species	872462	NA	NA	872462	Bolbitis subcordata	84611	Bolbitis	29607	Dryopteridaceae	33090	Viridiplantae	2759	Eukaryota
NPO20157	Boykinia tellimoides	Species	NA	NA	NA	NA	NA	23240	Boykinia	3792	Saxifragaceae	33090	Viridiplantae	2759	Eukaryota
NPO20158	Microcoleus lyngbyaceus	Species	NA	NA	NA	NA	NA	44471	Microcoleus	1892252	Microcoleaceae	NA	NA	2	Bacteria
NPO2016	Asarum europaeum	Species	49456	NA	NA	49456	Asarum europaeum	16728	Asarum	16727	Aristolochiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20163	Dracocephalum thymiflorum	Species	NA	NA	NA	NA	NA	39166	Dracocephalum	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20164	Scutellaria guatemalensis	Species	NA	NA	NA	NA	NA	4139	Scutellaria	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20167	Streptomyces hydrogenans	Species	1873719	NA	NA	1873719	Streptomyces hydrogenans	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO20168	Melilotus albus	Species	47082	NA	NA	47082	Melilotus albus	47081	Melilotus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20169	Alseodaphne perakensis	Species	136105	NA	NA	136105	Alseodaphne perakensis	128587	Alseodaphne	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO2017	Poa sphondylodes	Species	1043339	NA	NA	1043339	Poa sphondylodes	4544	Poa	4479	Poaceae	33090	Viridiplantae	2759	Eukaryota
NPO20170	Anthoceros punctatus	Species	3234	NA	NA	3234	Anthoceros punctatus	3233	Anthoceros	13811	Anthocerotaceae	33090	Viridiplantae	2759	Eukaryota
NPO20171	Artemisia copa	Species	927720	NA	NA	927720	Artemisia copa	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20172	Cystophora monilifera	Species	698722	NA	NA	698722	Cystophora monilifera	97204	Cystophora	3014	Sargassaceae	NA	NA	2759	Eukaryota
NPO20173	Aristolochia triangularis	Species	158574	NA	NA	158574	Aristolochia triangularis	12947	Aristolochia	16727	Aristolochiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20174	Limonium aureum	Species	1072387	NA	NA	1072387	Limonium aureum	46093	Limonium	4437	Plumbaginaceae	33090	Viridiplantae	2759	Eukaryota
NPO20175	Aegopodium podagraria	Species	40902	NA	NA	40902	Aegopodium podagraria	40898	Aegopodium	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20176	Calia arizonica	Species	247907	NA	NA	247907	Calia arizonica	149638	Calia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20177	Verbesina luetzelburgii	Species	NA	NA	NA	NA	NA	41660	Verbesina	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20178	Ephedra regeliana	Species	288823	NA	NA	288823	Ephedra regeliana	3387	Ephedra	3386	Ephedraceae	33090	Viridiplantae	2759	Eukaryota
NPO20180	Rabdosia loxothyrsa	Species	NA	NA	NA	NA	Rabdosia loxothyrsa	204130	Isodon	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20181	Dracaena arborea	Species	1280209	NA	NA	1280209	Dracaena arborea	39502	Dracaena	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO20182	Euonymus pendulus	Species	NA	NA	NA	NA	NA	4306	Euonymus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO20183	Dalbergia sericea	Species	1353471	NA	NA	1353471	Dalbergia sericea	53862	Dalbergia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20184	Streptomyces misawanensis	Species	285518	NA	NA	285518	Streptomyces misawanensis	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO20185	Lachnanthes tinctoria	Species	NA	NA	NA	NA	NA	95959	Lachnanthes	54924	Haemodoraceae	33090	Viridiplantae	2759	Eukaryota
NPO20186	Xanthomonas campestris	Species	339	NA	NA	339	Xanthomonas campestris	338	Xanthomonas	32033	Xanthomonadaceae	NA	NA	2	Bacteria
NPO20188	Sinofranchetia chinensis	Species	41786	NA	NA	41786	Sinofranchetia chinensis	41785	Sinofranchetia	22788	Lardizabalaceae	33090	Viridiplantae	2759	Eukaryota
NPO2019	Kopsia dasyrachis	Species	NA	NA	NA	NA	NA	21101	Kopsia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO20190	Oxandra xylopioides	Species	306934	NA	NA	306934	Oxandra xylopioides	235783	Oxandra	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO20192	Sonchus macrocarpus	Species	NA	NA	NA	NA	NA	50190	Sonchus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20194	Fritillaria puqiensis	Species	108545	NA	NA	108545	Fritillaria puqiensis	59070	Fritillaria	4677	Liliaceae	33090	Viridiplantae	2759	Eukaryota
NPO20195	Radix stemonae preparata	Species	NA	NA	NA	NA	NA	55689	Radix	6521	Lymnaeidae	33208	Metazoa	2759	Eukaryota
NPO20196	Aplysia vaccaria	Species	144771	NA	NA	144771	Aplysia vaccaria	6499	Aplysia	6498	Aplysiidae	33208	Metazoa	2759	Eukaryota
NPO20197	Boletinus asiaticus	Species	NA	NA	NA	NA	NA	85972	Boletinus	73894	Gyrodontaceae	4751	Fungi	2759	Eukaryota
NPO20198	Lobaria isidiosa	Species	376187	NA	NA	376187	Lobaria isidiosa	63752	Lobaria	129109	Lobariaceae	4751	Fungi	2759	Eukaryota
NPO20199	Euphorbia tortilis	Species	1130031	NA	NA	1130031	Euphorbia tortilis	3990	Euphorbia	3977	Euphorbiaceae	33090	Viridiplantae	2759	Eukaryota
NPO2020	Corydalis cava	Species	581246	NA	NA	581246	Corydalis cava	3463	Corydalis	3465	Papaveraceae	33090	Viridiplantae	2759	Eukaryota
NPO20200	Strychnos ngouniensis	Species	1040906	NA	NA	1040906	Strychnos ngouniensis	26496	Strychnos	26468	Loganiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20201	Concha mauritiae arabicae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20202	Triumfetta flavescens	Species	NA	NA	NA	NA	NA	93801	Triumfetta	3629	Malvaceae	33090	Viridiplantae	2759	Eukaryota
NPO20203	Syringa komarowi	Species	NA	NA	NA	NA	NA	24208	Syringa	4144	Oleaceae	33090	Viridiplantae	2759	Eukaryota
NPO20204	Tephrosia candida	Species	587868	NA	NA	587868	Tephrosia candida	47097	Tephrosia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20206	Oricia suaveolens	Species	NA	NA	NA	NA	NA	1237362	Oricia	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO20208	Rhinogobius brunneus	Species	933223	NA	NA	933223	Rhinogobius brunneus	63457	Rhinogobius	8220	Gobiidae	33208	Metazoa	2759	Eukaryota
NPO20209	Dorstenia lindeniana	Species	984813	NA	NA	984813	Dorstenia lindeniana	106722	Dorstenia	3487	Moraceae	33090	Viridiplantae	2759	Eukaryota
NPO20210	Lophozia floerkei	Species	NA	NA	NA	NA	NA	209799	Lophozia	41845	Scapaniaceae	33090	Viridiplantae	2759	Eukaryota
NPO20211	Nanophyton erinaceum	Species	366508	NA	NA	366508	Nanophyton erinaceum	366507	Nanophyton	1804623	Chenopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20212	Callistemon viminalis	Species	73737	NA	NA	73737	Callistemon viminalis	73722	Callistemon	3931	Myrtaceae	33090	Viridiplantae	2759	Eukaryota
NPO20213	Virola cuspidata	Species	NA	NA	NA	NA	NA	224865	Virola	22274	Myristicaceae	33090	Viridiplantae	2759	Eukaryota
NPO20214	Ruprechtia tangarana	Species	249115	NA	NA	249115	Ruprechtia tangarana	169273	Ruprechtia	3615	Polygonaceae	33090	Viridiplantae	2759	Eukaryota
NPO20217	Vernonanthura squamulosa	Species	NA	NA	NA	NA	NA	434719	Vernonanthura	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20218	Lecanora reuteri	Species	108948	NA	NA	108948	Lecanora reuteri	39934	Lecanora	39933	Lecanoraceae	4751	Fungi	2759	Eukaryota
NPO20219	Rhizobium etli	Species	29449	NA	NA	29449	Rhizobium etli	379	Rhizobium	82115	Rhizobiaceae	NA	NA	2	Bacteria
NPO2022	Ephemerantha lonchophylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20220	Coccus citri	Species	NA	NA	NA	NA	NA	538669	Coccus	30189	Coccidae	33208	Metazoa	2759	Eukaryota
NPO20221	Maytenus truncata	Species	NA	NA	NA	NA	NA	123430	Maytenus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO20222	Franseria ambrosioides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20223	Rosa pomifera	Species	NA	NA	NA	NA	NA	3764	Rosa	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO20226	Artemisia filatovae	Species	NA	NA	NA	NA	NA	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20227	Baccharis boliviensis	Species	381979	NA	NA	381979	Baccharis boliviensis	41487	Baccharis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20228	Actinidia glaucophylla	Species	165706	NA	NA	165706	Actinidia glaucophylla	3624	Actinidia	3623	Actinidiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20231	Sarcodon scabrosus	Species	178525	NA	NA	178525	Sarcodon scabrosus	57135	Sarcodon	56488	Thelephoraceae	4751	Fungi	2759	Eukaryota
NPO20232	Gnetum gnemonoides	Species	225596	NA	NA	225596	Gnetum gnemonoides	3380	Gnetum	3379	Gnetaceae	33090	Viridiplantae	2759	Eukaryota
NPO20233	Marchantia paleacea	Species	56867	NA	NA	56867	Marchantia paleacea	3196	Marchantia	29585	Marchantiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20233.1	Marchantia paleacea	Under-species	56867	93925	marchantia paleacea var. diptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20234	Stephania micrantha	Species	NA	NA	NA	NA	NA	147243	Stephania	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO20235	Recordia reitzii	Species	1343470	NA	NA	1343470	Recordia reitzii	908219	Recordia	21910	Verbenaceae	33090	Viridiplantae	2759	Eukaryota
NPO20237	Poecillastra wondoensis	Species	NA	NA	NA	NA	NA	77188	Poecillastra	1521047	Vulcanellidae	33208	Metazoa	2759	Eukaryota
NPO20239	Nephthea bayeri	Species	NA	NA	NA	NA	NA	361000	Nephthea	51108	Nephtheidae	33208	Metazoa	2759	Eukaryota
NPO2024	Fritillaria camschatcensis	Species	61236	NA	NA	61236	Fritillaria camschatcensis	59070	Fritillaria	4677	Liliaceae	33090	Viridiplantae	2759	Eukaryota
NPO20240	Discodermia calyx	Species	NA	NA	NA	NA	NA	73795	Discodermia	45122	Theonellidae	33208	Metazoa	2759	Eukaryota
NPO20241	Euglena viridis	Species	3040	NA	NA	3040	Euglena viridis	3038	Euglena	1131320	Euglenaceae	NA	NA	2759	Eukaryota
NPO20243	Pyrus lanata	Species	NA	NA	NA	NA	NA	3766	Pyrus	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO20244	Melicope semecarpifolia	Species	697038	NA	NA	697038	Melicope semecarpifolia	77014	Melicope	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO20245	Cimex lectularius	Species	79782	NA	NA	79782	Cimex lectularius	30079	Cimex	30078	Cimicidae	33208	Metazoa	2759	Eukaryota
NPO20248	Bupleurum marginatum	Species	359514	NA	NA	359514	Bupleurum marginatum	46366	Bupleurum	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20248.1	Bupleurum marginatum var. stenophyllum	Varieties	359515	359515	Bupleurum marginatum var. stenophyllum	359514	Bupleurum marginatum	46366	Bupleurum	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20249	Antheroporum pierrei	Species	NA	NA	NA	NA	NA	553637	Antheroporum	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO20253	Eucalyptus decorticans	Species	1711254	NA	NA	1711254	Eucalyptus decorticans	3932	Eucalyptus	3931	Myrtaceae	33090	Viridiplantae	2759	Eukaryota
NPO20254	Ipomoea leptophylla	Species	89648	NA	NA	89648	Ipomoea leptophylla	4119	Ipomoea	4118	Convolvulaceae	33090	Viridiplantae	2759	Eukaryota
NPO20256	Ancistrocladus likoko	Species	714102	NA	NA	714102	Ancistrocladus likoko	63071	Ancistrocladus	63070	Ancistrocladaceae	33090	Viridiplantae	2759	Eukaryota
NPO20258	Alstonia mairei	Species	NA	NA	NA	NA	NA	52821	Alstonia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO20259	Vriesea sanguinolenta	Species	1904306	NA		1904306	Vriesea sanguinolenta	49534	Vriesea	4613	Bromeliaceae	33090	Viridiplantae	2759	Eukaryota
NPO20261	Teucrium trifidum	Species	1209895	NA	NA	1209895	Teucrium trifidum	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO20262	Delia paludosa	Species	NA	NA	NA	NA	NA	30063	Delia	30062	Anthomyiidae	33208	Metazoa	2759	Eukaryota
NPO20263	Aloe jacksonii	Species	NA	NA	NA	NA	NA	25641	Aloe	51383	Asphodelaceae	33090	Viridiplantae	2759	Eukaryota
NPO20264	Moonia heterophylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO20265	Ajania gracilis	Species	1485331	NA	NA	1485331	Ajania gracilis	99023	Ajania	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20266	Plectocephalus americanus	Species	41506	NA	NA	41506	Plectocephalus americanus	305384	Plectocephalus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20267	Pternistria bispina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
