Triticum aestivum, 123187330, phenylalanine ammonia-lyase-like  [EC], ['EC:4.3.1.24'], KO:K10775
Triticum aestivum, 123169940, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169993, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170058, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170122, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170249, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170435, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170561, peroxidase 11-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123190695, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123190754, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123047544, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100136987, peroxidase 12  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123047552, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123047553, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048565, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048566, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048689, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048711, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048712, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048715, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048716, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048717, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048891, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048911, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048912, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048913, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048914, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048916, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048917, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048918, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048919, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048920, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048922, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048923, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048924, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123048927, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123064711, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123082259, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123082930, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123083020, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123083021, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123083170, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123083355, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123099010, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123116662, peroxidase 40-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123116840, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123117019, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123117020, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123117023, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123117137, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123134784, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123134895, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123135532, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123135533, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123135651, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151335, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151423, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151592, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151626, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151628, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151632, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151633, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152087, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152239, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152275, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152291, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152298, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152420, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123191163, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123191171, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123191172, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123191173, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123191509, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123049282, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123049390, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123049562, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123049986, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065075, peroxidase 25-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065104, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065150, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065525, putative Peroxidase 48  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065726, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065728, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065729, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123065998, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066123, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066124, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066126, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066127, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066129, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066130, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123099733, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123099926, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123099934, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123099945, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123100008, uncharacterized protein LOC123100008 isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123100110, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123100580, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123100751, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123136297, peroxidase P7-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123136433, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123136443, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123152510, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123153139, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123153158, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123153257, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123153363, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123153451, peroxidase 45-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123154246, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123154382, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123170776, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123171183, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123171322, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123171333, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123171344, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123171355, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172065, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172089, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172097, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172105, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172114, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172125, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172131, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172143, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172164, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172175, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172222, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172224, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050342, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050785, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050786, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050787, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050790, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050791, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050792, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050794, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123050885, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066187, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123066884, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123067433, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123085237, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123085240, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123102653, peroxidase 24-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123119846, peroxidase 24-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123120361, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123154556, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123154562, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123154588, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123156231, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123156302, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172532, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172533, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123172925, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123173167, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123173183, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123173851, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123174155, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123174552, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123175173, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123175188, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123175516, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123176051, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123176295, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123051566, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100192164, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123051567, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123051568, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123051570, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123068315, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123086483, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123086484, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123086485, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123086537, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123103175, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123103407, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123138218, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123138383, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123156322, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123156323, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123156324, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123177856, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123177879, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123178016, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123178125, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069609, peroxidase 9-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069612, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069613, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069615, peroxidase 49-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069619, peroxidase 15-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123069666, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123103477, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123103565, peroxidase 22-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123104047, peroxidase 17-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123121797, peroxidase 17-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123122082, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123138488, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123138504, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123138521, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123139629, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123157228, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123157327, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123157739, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123158112, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123180333, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123180335, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123180481, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123180799, peroxidase 42-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123052925, peroxidase 51-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123052972, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123052973, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123070309, peroxidase 19-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087641, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087649, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087657, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087667, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087681, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087684, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123087994, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123088281, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123088370, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123088377, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123104317, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123104339, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123122929, peroxidase 35-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123140782, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123140783, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123140889, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123140891, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123140917, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123141276, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123159438, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123053572, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123053783, peroxidase 46-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123071038, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123089493, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123089495, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123089528, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123089773, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123090028, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123105121, peroxidase 35-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123141847, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123141850, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123142071, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123142074, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123142417, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123159915, peroxidase 11-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160038, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160071, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160195, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160281, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160363, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123182394, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123054627, peroxidase 64-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123054855, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123105951, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123143227, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123143228, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123143229, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123143799, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123160760, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161047, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161163, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161189, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161259, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161278, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161342, peroxidase 39-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161386, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161420, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161455, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161527, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161548, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161575, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161576, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161622, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161710, peroxidase 52-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161762, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123161813, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123182508, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123041289, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123041290, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123041291, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123041399, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123041551, peroxidase 42-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
